language,set_name,range_ordinal,range_start,range_end
c,sym_identifier_character_set_1,596,113808,113817
c,sym_identifier_character_set_1,597,119808,119892
c,sym_identifier_character_set_1,598,119894,119964
c,sym_identifier_character_set_1,599,119966,119967
c,sym_identifier_character_set_1,600,119970,119970
c,sym_identifier_character_set_1,601,119973,119974
c,sym_identifier_character_set_1,602,119977,119980
c,sym_identifier_character_set_1,603,119982,119993
c,sym_identifier_character_set_1,604,119995,119995
c,sym_identifier_character_set_1,605,119997,120003
c,sym_identifier_character_set_1,606,120005,120069
c,sym_identifier_character_set_1,607,120071,120074
c,sym_identifier_character_set_1,608,120077,120084
c,sym_identifier_character_set_1,609,120086,120092
c,sym_identifier_character_set_1,610,120094,120121
c,sym_identifier_character_set_1,611,120123,120126
c,sym_identifier_character_set_1,612,120128,120132
c,sym_identifier_character_set_1,613,120134,120134
c,sym_identifier_character_set_1,614,120138,120144
c,sym_identifier_character_set_1,615,120146,120485
c,sym_identifier_character_set_1,616,120488,120512
c,sym_identifier_character_set_1,617,120514,120538
c,sym_identifier_character_set_1,618,120540,120570
c,sym_identifier_character_set_1,619,120572,120596
c,sym_identifier_character_set_1,620,120598,120628
c,sym_identifier_character_set_1,621,120630,120654
c,sym_identifier_character_set_1,622,120656,120686
c,sym_identifier_character_set_1,623,120688,120712
c,sym_identifier_character_set_1,624,120714,120744
c,sym_identifier_character_set_1,625,120746,120770
c,sym_identifier_character_set_1,626,120772,120779
c,sym_identifier_character_set_1,627,122624,122654
c,sym_identifier_character_set_1,628,122661,122666
c,sym_identifier_character_set_1,629,122928,122989
c,sym_identifier_character_set_1,630,123136,123180
c,sym_identifier_character_set_1,631,123191,123197
c,sym_identifier_character_set_1,632,123214,123214
c,sym_identifier_character_set_1,633,123536,123565
c,sym_identifier_character_set_1,634,123584,123627
c,sym_identifier_character_set_1,635,124112,124139
c,sym_identifier_character_set_1,636,124368,124397
c,sym_identifier_character_set_1,637,124400,124400
c,sym_identifier_character_set_1,638,124896,124902
c,sym_identifier_character_set_1,639,124904,124907
c,sym_identifier_character_set_1,640,124909,124910
c,sym_identifier_character_set_1,641,124912,124926
c,sym_identifier_character_set_1,642,124928,125124
c,sym_identifier_character_set_1,643,125184,125251
c,sym_identifier_character_set_1,644,125259,125259
c,sym_identifier_character_set_1,645,126464,126467
c,sym_identifier_character_set_1,646,126469,126495
c,sym_identifier_character_set_1,647,126497,126498
c,sym_identifier_character_set_1,648,126500,126500
c,sym_identifier_character_set_1,649,126503,126503
c,sym_identifier_character_set_1,650,126505,126514
c,sym_identifier_character_set_1,651,126516,126519
c,sym_identifier_character_set_1,652,126521,126521
c,sym_identifier_character_set_1,653,126523,126523
c,sym_identifier_character_set_1,654,126530,126530
c,sym_identifier_character_set_1,655,126535,126535
c,sym_identifier_character_set_1,656,126537,126537
c,sym_identifier_character_set_1,657,126539,126539
c,sym_identifier_character_set_1,658,126541,126543
c,sym_identifier_character_set_1,659,126545,126546
c,sym_identifier_character_set_1,660,126548,126548
c,sym_identifier_character_set_1,661,126551,126551
c,sym_identifier_character_set_1,662,126553,126553
c,sym_identifier_character_set_1,663,126555,126555
c,sym_identifier_character_set_1,664,126557,126557
c,sym_identifier_character_set_1,665,126559,126559
c,sym_identifier_character_set_1,666,126561,126562
c,sym_identifier_character_set_1,667,126564,126564
c,sym_identifier_character_set_1,668,126567,126570
c,sym_identifier_character_set_1,669,126572,126578
c,sym_identifier_character_set_1,670,126580,126583
c,sym_identifier_character_set_1,671,126585,126588
c,sym_identifier_character_set_1,672,126590,126590
c,sym_identifier_character_set_1,673,126592,126601
c,sym_identifier_character_set_1,674,126603,126619
c,sym_identifier_character_set_1,675,126625,126627
c,sym_identifier_character_set_1,676,126629,126633
c,sym_identifier_character_set_1,677,126635,126651
c,sym_identifier_character_set_1,678,131072,173791
c,sym_identifier_character_set_1,679,173824,177977
c,sym_identifier_character_set_1,680,177984,178205
c,sym_identifier_character_set_1,681,178208,183969
c,sym_identifier_character_set_1,682,183984,191456
c,sym_identifier_character_set_1,683,191472,192093
c,sym_identifier_character_set_1,684,194560,195101
c,sym_identifier_character_set_1,685,196608,201546
c,sym_identifier_character_set_1,686,201552,205743
c,sym_identifier_character_set_2,0,36,36
c,sym_identifier_character_set_2,1,48,57
c,sym_identifier_character_set_2,2,65,90
c,sym_identifier_character_set_2,3,92,92
c,sym_identifier_character_set_2,4,95,95
c,sym_identifier_character_set_2,5,97,122
c,sym_identifier_character_set_2,6,170,170
c,sym_identifier_character_set_2,7,181,181
c,sym_identifier_character_set_2,8,183,183
c,sym_identifier_character_set_2,9,186,186
c,sym_identifier_character_set_2,10,192,214
c,sym_identifier_character_set_2,11,216,246
c,sym_identifier_character_set_2,12,248,705
c,sym_identifier_character_set_2,13,710,721
c,sym_identifier_character_set_2,14,736,740
c,sym_identifier_character_set_2,15,748,748
c,sym_identifier_character_set_2,16,750,750
c,sym_identifier_character_set_2,17,768,884
c,sym_identifier_character_set_2,18,886,887
c,sym_identifier_character_set_2,19,891,893
c,sym_identifier_character_set_2,20,895,895
c,sym_identifier_character_set_2,21,902,906
c,sym_identifier_character_set_2,22,908,908
c,sym_identifier_character_set_2,23,910,929
c,sym_identifier_character_set_2,24,931,1013
c,sym_identifier_character_set_2,25,1015,1153
c,sym_identifier_character_set_2,26,1155,1159
c,sym_identifier_character_set_2,27,1162,1327
c,sym_identifier_character_set_2,28,1329,1366
c,sym_identifier_character_set_2,29,1369,1369
c,sym_identifier_character_set_2,30,1376,1416
c,sym_identifier_character_set_2,31,1425,1469
c,sym_identifier_character_set_2,32,1471,1471
c,sym_identifier_character_set_2,33,1473,1474
c,sym_identifier_character_set_2,34,1476,1477
c,sym_identifier_character_set_2,35,1479,1479
c,sym_identifier_character_set_2,36,1488,1514
c,sym_identifier_character_set_2,37,1519,1522
c,sym_identifier_character_set_2,38,1552,1562
c,sym_identifier_character_set_2,39,1568,1641
c,sym_identifier_character_set_2,40,1646,1747
c,sym_identifier_character_set_2,41,1749,1756
c,sym_identifier_character_set_2,42,1759,1768
c,sym_identifier_character_set_2,43,1770,1788
c,sym_identifier_character_set_2,44,1791,1791
c,sym_identifier_character_set_2,45,1808,1866
c,sym_identifier_character_set_2,46,1869,1969
c,sym_identifier_character_set_2,47,1984,2037
c,sym_identifier_character_set_2,48,2042,2042
c,sym_identifier_character_set_2,49,2045,2045
c,sym_identifier_character_set_2,50,2048,2093
c,sym_identifier_character_set_2,51,2112,2139
c,sym_identifier_character_set_2,52,2144,2154
c,sym_identifier_character_set_2,53,2160,2183
c,sym_identifier_character_set_2,54,2185,2190
c,sym_identifier_character_set_2,55,2199,2273
c,sym_identifier_character_set_2,56,2275,2403
c,sym_identifier_character_set_2,57,2406,2415
c,sym_identifier_character_set_2,58,2417,2435
c,sym_identifier_character_set_2,59,2437,2444
c,sym_identifier_character_set_2,60,2447,2448
c,sym_identifier_character_set_2,61,2451,2472
c,sym_identifier_character_set_2,62,2474,2480
c,sym_identifier_character_set_2,63,2482,2482
c,sym_identifier_character_set_2,64,2486,2489
c,sym_identifier_character_set_2,65,2492,2500
c,sym_identifier_character_set_2,66,2503,2504
c,sym_identifier_character_set_2,67,2507,2510
c,sym_identifier_character_set_2,68,2519,2519
c,sym_identifier_character_set_2,69,2524,2525
c,sym_identifier_character_set_2,70,2527,2531
c,sym_identifier_character_set_2,71,2534,2545
c,sym_identifier_character_set_2,72,2556,2556
c,sym_identifier_character_set_2,73,2558,2558
c,sym_identifier_character_set_2,74,2561,2563
c,sym_identifier_character_set_2,75,2565,2570
c,sym_identifier_character_set_2,76,2575,2576
c,sym_identifier_character_set_2,77,2579,2600
c,sym_identifier_character_set_2,78,2602,2608
c,sym_identifier_character_set_2,79,2610,2611
c,sym_identifier_character_set_2,80,2613,2614
c,sym_identifier_character_set_2,81,2616,2617
c,sym_identifier_character_set_2,82,2620,2620
c,sym_identifier_character_set_2,83,2622,2626
c,sym_identifier_character_set_2,84,2631,2632
c,sym_identifier_character_set_2,85,2635,2637
c,sym_identifier_character_set_2,86,2641,2641
c,sym_identifier_character_set_2,87,2649,2652
c,sym_identifier_character_set_2,88,2654,2654
c,sym_identifier_character_set_2,89,2662,2677
c,sym_identifier_character_set_2,90,2689,2691
c,sym_identifier_character_set_2,91,2693,2701
c,sym_identifier_character_set_2,92,2703,2705
c,sym_identifier_character_set_2,93,2707,2728
c,sym_identifier_character_set_2,94,2730,2736
c,sym_identifier_character_set_2,95,2738,2739
c,sym_identifier_character_set_2,96,2741,2745
c,sym_identifier_character_set_2,97,2748,2757
c,sym_identifier_character_set_2,98,2759,2761
c,sym_identifier_character_set_2,99,2763,2765
c,sym_identifier_character_set_2,100,2768,2768
c,sym_identifier_character_set_2,101,2784,2787
c,sym_identifier_character_set_2,102,2790,2799
c,sym_identifier_character_set_2,103,2809,2815
c,sym_identifier_character_set_2,104,2817,2819
c,sym_identifier_character_set_2,105,2821,2828
c,sym_identifier_character_set_2,106,2831,2832
c,sym_identifier_character_set_2,107,2835,2856
c,sym_identifier_character_set_2,108,2858,2864
c,sym_identifier_character_set_2,109,2866,2867
c,sym_identifier_character_set_2,110,2869,2873
c,sym_identifier_character_set_2,111,2876,2884
c,sym_identifier_character_set_2,112,2887,2888
c,sym_identifier_character_set_2,113,2891,2893
c,sym_identifier_character_set_2,114,2901,2903
c,sym_identifier_character_set_2,115,2908,2909
c,sym_identifier_character_set_2,116,2911,2915
c,sym_identifier_character_set_2,117,2918,2927
c,sym_identifier_character_set_2,118,2929,2929
c,sym_identifier_character_set_2,119,2946,2947
c,sym_identifier_character_set_2,120,2949,2954
c,sym_identifier_character_set_2,121,2958,2960
c,sym_identifier_character_set_2,122,2962,2965
c,sym_identifier_character_set_2,123,2969,2970
c,sym_identifier_character_set_2,124,2972,2972
c,sym_identifier_character_set_2,125,2974,2975
c,sym_identifier_character_set_2,126,2979,2980
c,sym_identifier_character_set_2,127,2984,2986
c,sym_identifier_character_set_2,128,2990,3001
c,sym_identifier_character_set_2,129,3006,3010
c,sym_identifier_character_set_2,130,3014,3016
c,sym_identifier_character_set_2,131,3018,3021
c,sym_identifier_character_set_2,132,3024,3024
c,sym_identifier_character_set_2,133,3031,3031
c,sym_identifier_character_set_2,134,3046,3055
c,sym_identifier_character_set_2,135,3072,3084
c,sym_identifier_character_set_2,136,3086,3088
c,sym_identifier_character_set_2,137,3090,3112
c,sym_identifier_character_set_2,138,3114,3129
c,sym_identifier_character_set_2,139,3132,3140
c,sym_identifier_character_set_2,140,3142,3144
c,sym_identifier_character_set_2,141,3146,3149
c,sym_identifier_character_set_2,142,3157,3158
c,sym_identifier_character_set_2,143,3160,3162
c,sym_identifier_character_set_2,144,3165,3165
c,sym_identifier_character_set_2,145,3168,3171
c,sym_identifier_character_set_2,146,3174,3183
c,sym_identifier_character_set_2,147,3200,3203
c,sym_identifier_character_set_2,148,3205,3212
c,sym_identifier_character_set_2,149,3214,3216
c,sym_identifier_character_set_2,150,3218,3240
c,sym_identifier_character_set_2,151,3242,3251
c,sym_identifier_character_set_2,152,3253,3257
c,sym_identifier_character_set_2,153,3260,3268
c,sym_identifier_character_set_2,154,3270,3272
c,sym_identifier_character_set_2,155,3274,3277
c,sym_identifier_character_set_2,156,3285,3286
c,sym_identifier_character_set_2,157,3293,3294
c,sym_identifier_character_set_2,158,3296,3299
c,sym_identifier_character_set_2,159,3302,3311
c,sym_identifier_character_set_2,160,3313,3315
c,sym_identifier_character_set_2,161,3328,3340
c,sym_identifier_character_set_2,162,3342,3344
c,sym_identifier_character_set_2,163,3346,3396
c,sym_identifier_character_set_2,164,3398,3400
c,sym_identifier_character_set_2,165,3402,3406
c,sym_identifier_character_set_2,166,3412,3415
c,sym_identifier_character_set_2,167,3423,3427
c,sym_identifier_character_set_2,168,3430,3439
c,sym_identifier_character_set_2,169,3450,3455
c,sym_identifier_character_set_2,170,3457,3459
c,sym_identifier_character_set_2,171,3461,3478
c,sym_identifier_character_set_2,172,3482,3505
c,sym_identifier_character_set_2,173,3507,3515
c,sym_identifier_character_set_2,174,3517,3517
c,sym_identifier_character_set_2,175,3520,3526
c,sym_identifier_character_set_2,176,3530,3530
c,sym_identifier_character_set_2,177,3535,3540
c,sym_identifier_character_set_2,178,3542,3542
c,sym_identifier_character_set_2,179,3544,3551
c,sym_identifier_character_set_2,180,3558,3567
c,sym_identifier_character_set_2,181,3570,3571
c,sym_identifier_character_set_2,182,3585,3642
c,sym_identifier_character_set_2,183,3648,3662
c,sym_identifier_character_set_2,184,3664,3673
c,sym_identifier_character_set_2,185,3713,3714
c,sym_identifier_character_set_2,186,3716,3716
c,sym_identifier_character_set_2,187,3718,3722
c,sym_identifier_character_set_2,188,3724,3747
c,sym_identifier_character_set_2,189,3749,3749
c,sym_identifier_character_set_2,190,3751,3773
c,sym_identifier_character_set_2,191,3776,3780
c,sym_identifier_character_set_2,192,3782,3782
c,sym_identifier_character_set_2,193,3784,3790
c,sym_identifier_character_set_2,194,3792,3801
c,sym_identifier_character_set_2,195,3804,3807
c,sym_identifier_character_set_2,196,3840,3840
c,sym_identifier_character_set_2,197,3864,3865
c,sym_identifier_character_set_2,198,3872,3881
c,sym_identifier_character_set_2,199,3893,3893
c,sym_identifier_character_set_2,200,3895,3895
c,sym_identifier_character_set_2,201,3897,3897
c,sym_identifier_character_set_2,202,3902,3911
c,sym_identifier_character_set_2,203,3913,3948
c,sym_identifier_character_set_2,204,3953,3972
c,sym_identifier_character_set_2,205,3974,3991
c,sym_identifier_character_set_2,206,3993,4028
c,sym_identifier_character_set_2,207,4038,4038
c,sym_identifier_character_set_2,208,4096,4169
c,sym_identifier_character_set_2,209,4176,4253
c,sym_identifier_character_set_2,210,4256,4293
c,sym_identifier_character_set_2,211,4295,4295
c,sym_identifier_character_set_2,212,4301,4301
c,sym_identifier_character_set_2,213,4304,4346
c,sym_identifier_character_set_2,214,4348,4680
c,sym_identifier_character_set_2,215,4682,4685
c,sym_identifier_character_set_2,216,4688,4694
c,sym_identifier_character_set_2,217,4696,4696
c,sym_identifier_character_set_2,218,4698,4701
c,sym_identifier_character_set_2,219,4704,4744
c,sym_identifier_character_set_2,220,4746,4749
c,sym_identifier_character_set_2,221,4752,4784
c,sym_identifier_character_set_2,222,4786,4789
c,sym_identifier_character_set_2,223,4792,4798
c,sym_identifier_character_set_2,224,4800,4800
c,sym_identifier_character_set_2,225,4802,4805
c,sym_identifier_character_set_2,226,4808,4822
c,sym_identifier_character_set_2,227,4824,4880
c,sym_identifier_character_set_2,228,4882,4885
c,sym_identifier_character_set_2,229,4888,4954
c,sym_identifier_character_set_2,230,4957,4959
c,sym_identifier_character_set_2,231,4969,4977
c,sym_identifier_character_set_2,232,4992,5007
c,sym_identifier_character_set_2,233,5024,5109
c,sym_identifier_character_set_2,234,5112,5117
c,sym_identifier_character_set_2,235,5121,5740
c,sym_identifier_character_set_2,236,5743,5759
c,sym_identifier_character_set_2,237,5761,5786
c,sym_identifier_character_set_2,238,5792,5866
c,sym_identifier_character_set_2,239,5870,5880
c,sym_identifier_character_set_2,240,5888,5909
c,sym_identifier_character_set_2,241,5919,5940
