language,construct_id,construct,required,required_state,ts_required,semantic_required,ts_match_count,ts_evidence_names,requirement_class,requirement_vector_13,implementation_class,implementation_role_vector,uast_structures,uasf_seed,semantic_axes,uast_relations,uast_fields,uast_layers,current_frontend_capability,missing,ROLE_MODULE_SCOPE,ROLE_IMPORT,ROLE_DECLARATION,ROLE_BINDING,ROLE_ASSIGNMENT,ROLE_FUNCTION,ROLE_PARAMETER,ROLE_CALL_DISPATCH,ROLE_MEMBER_ACCESS,ROLE_INDEX_SLICE,ROLE_LITERAL,ROLE_CONTAINER_AGGREGATE,ROLE_ITERATION,ROLE_CONTROL_BRANCH,ROLE_CONTROL_TRANSFER,ROLE_CLOSURE_CAPTURE,ROLE_COMPREHENSION,ROLE_PATTERN,ROLE_EXCEPTION,ROLE_ASYNC_CONCURRENCY,ROLE_TYPE_DECL,ROLE_TYPE_EXPR,ROLE_GENERIC,ROLE_MEMORY_REFERENCE,ROLE_CONVERSION_ASSERT,ROLE_ANNOTATION_MODIFIER,ROLE_MACRO_COMPILETIME,ROLE_FFI_ABI,ROLE_SYNCHRONIZATION,ROLE_OPERATOR,ROLE_LABEL_GOTO,ROLE_OWNERSHIP_LIFETIME
java,C003,VariableDeclaration,1,BOTH,1,1,1,local_variable_declaration,RQ_c75bf26d62d6,1111?11?11111,IMPL_02fbdf0d1dcb,00110000000000000000000000000000,VariableDecl;VariableDeclGroup,UASF_0075;UASF_0303,binding.graph;data.flow;nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent,attributes;binding_refs;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kotlin,C003,VariableDeclaration,1,BOTH,1,1,2,multi_variable_declaration;variable_declaration,RQ_c75bf26d62d6,1111?11?11111,IMPL_02fbdf0d1dcb,00110000000000000000000000000000,VariableDecl;VariableDeclGroup,UASF_0075;UASF_0303,binding.graph;data.flow;nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent,attributes;binding_refs;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swift,C003,VariableDeclaration,1,TS,1,?,1,_local_declaration,RQ_c75bf26d62d6,1111?11?11111,IMPL_02fbdf0d1dcb,00110000000000000000000000000000,VariableDecl;VariableDeclGroup,UASF_0075;UASF_0303,binding.graph;data.flow;nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent,attributes;binding_refs;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r,C004,ConstantDeclaration,1,SEM,0,1,0,,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
go,C004,ConstantDeclaration,1,BOTH,1,1,1,const_declaration,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rust,C004,ConstantDeclaration,1,BOTH,1,1,1,const_item,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpp,C004,ConstantDeclaration,1,SEM,0,1,0,,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,C004,ConstantDeclaration,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python,C004,ConstantDeclaration,1,SEM,0,1,0,,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zig,C004,ConstantDeclaration,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julia,C004,ConstantDeclaration,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nim,C004,ConstantDeclaration,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
csharp,C004,ConstantDeclaration,1,SEM,0,1,0,,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java,C004,ConstantDeclaration,1,BOTH,1,1,1,constant_declaration,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kotlin,C004,ConstantDeclaration,1,SEM,0,1,0,,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swift,C004,ConstantDeclaration,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_76d428545d37,1111?1???111?,IMPL_bb519e635543,00110000000000000000000000000000,ConstantDecl,UASF_0302,nodes.declaration;scope.binding;types.structure,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;name.resolves,attributes;binding_refs;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r,C005,Assignment,1,SEM,0,1,0,,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
go,C005,Assignment,1,BOTH,1,1,1,assignment_statement,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rust,C005,Assignment,1,BOTH,1,1,2,assignment_expression;compound_assignment_expr,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cpp,C005,Assignment,1,BOTH,1,1,3,_assignment_expression_lhs;_assignment_left_expression;assignment_expression,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
c,C005,Assignment,1,TS,1,?,2,_assignment_left_expression;assignment_expression,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
python,C005,Assignment,1,BOTH,1,1,2,assignment;augmented_assignment,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
zig,C005,Assignment,1,TS,1,?,1,assignment_expression,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
julia,C005,Assignment,1,TS,1,?,4,_assignment_operator;_closed_assignment;assignment;compound_assignment_expression,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nim,C005,Assignment,1,TS,1,?,1,assignment,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
csharp,C005,Assignment,1,BOTH,1,1,1,assignment_expression,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
java,C005,Assignment,1,BOTH,1,1,1,assignment_expression,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin,C005,Assignment,1,BOTH,1,1,2,_assignment_and_operator;assignment,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swift,C005,Assignment,1,TS,1,?,2,_assignment_and_operator;assignment,RQ_f3b2ce1a487b,1111111111111,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r,C006,FunctionDeclaration,1,BOTH,1,1,1,function_definition,RQ_f3b2ce1a487b,1111111111111,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
go,C006,FunctionDeclaration,1,BOTH,1,1,1,function_declaration,RQ_f3b2ce1a487b,1111111111111,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rust,C006,FunctionDeclaration,1,BOTH,1,1,2,function_item;function_signature_item,RQ_f3b2ce1a487b,1111111111111,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cpp,C006,FunctionDeclaration,1,BOTH,1,1,3,_function_declaration_declarator;_old_style_function_definition;function_definition,RQ_f3b2ce1a487b,1111111111111,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
